r_Angstrom,g11_Direct,g11_Window,g12_Direct,g12_Window,g22_Direct,g22_Window
5.1000000000000005,0.13973119177475257,0.1993956421428742,0.1393630711999927,0.2096856891795107,0.14200848171354408,0.19842507243232155
5.2,0.14911698214546254,0.20824369864702108,0.15051282315057235,0.2124946405428787,0.15435454262048853,0.2131111101802271
5.300000000000001,0.161871488967263,0.2229919988867466,0.15982345332485326,0.23211070910759968,0.1627841541087659,0.22830014700892987
5.4,0.17129730833361378,0.24155944618139036,0.16944045357111737,0.236142930194986,0.17325862850689855,0.24304052474742877
5.5,0.1810089733647261,0.2457457930684217,0.18020387919242709,0.25636628500037806,0.1843570802250568,0.2748075166537769
5.6000000000000005,0.19150644026356156,0.27302006798085654,0.19172740065837945,0.2763751329372137,0.19307851334012427,0.2776989347918499
5.7,0.20208788500617325,0.2842144708687706,0.20229943430266406,0.2881865296486541,0.20239770570695303,0.2831506580081038
5.800000000000001,0.21146653039140717,0.29564563300859115,0.21032201595481848,0.29558297317158266,0.21664678683433325,0.29479796296805305
5.9,0.2202232372276849,0.3078697921736442,0.22004720366760477,0.3170885283079383,0.2244424673350509,0.31349889913879236
6.0,0.23124601997093142,0.3310153126471893,0.23194391862638675,0.3312668865585884,0.2334680452350979,0.32547002057557817
6.1000000000000005,0.2413661070765234,0.34446149721565655,0.24154175080071605,0.3311375270463247,0.24379838600900094,0.321371273909671
6.2,0.2515665795137749,0.3448248994813321,0.2501017369440537,0.34999116449453693,0.251711303419895,0.3435249532677569
6.300000000000001,0.2594452146200189,0.3557620585199027,0.2574348575978491,0.35997838108668345,0.26351114707917533,0.3735770626697281
6.4,0.2682701601132671,0.3708019151042947,0.26930856436242023,0.36724068988134295,0.2706233966260555,0.3608098564374408
6.5,0.27625043293387885,0.39624382776133804,0.2756856482776686,0.3780575793546106,0.2815260830843148,0.3943751558607702
6.6000000000000005,0.2870635911308619,0.3930350954049787,0.2856529349831427,0.39072518244586596,0.2906154951826271,0.4112947868169474
6.7,0.29548273246591195,0.4053552055899614,0.29711005463634677,0.411137225848222,0.29794834942672055,0.4136964883143919
6.800000000000001,0.3045668676523007,0.4321396605651805,0.3043248155982533,0.43394437799074215,0.3056826830124937,0.41435375281936637
